x,y
-2.50919762305275,-20.76421406870631
9.014286128198322,297.58676673280524
4.639878836228101,42.43979637791613
1.973169683940732,-12.09513946684219
-6.87962719115127,-242.39848036580798
-6.880109593275947,-236.67444298317082
-8.83832775663601,-451.2343575763108
7.323522915498703,153.11900766084665
2.0223002348641756,-0.08368428622939561
4.161451555920909,26.067346054479366
-9.588310114083951,-571.464188393735
9.398197043239886,345.46331408530546
6.648852816008436,112.6586483429805
-5.753217786434477,-146.68672115905878
-6.363500655857988,-195.36399051141873
-6.331909802931324,-184.15343923635106
-3.9151551408092455,-66.24128053135023
0.49512863264475726,0.22381116341982343
-1.3610996271576852,-9.796602207978557
-4.175417196039161,-83.63229550053131
2.23705789444759,12.03577780273727
-7.210122786959163,-268.8781523162001
-4.157107029295637,-68.2257685753399
-2.672763134126166,-27.185044250412048
-0.8786003156592805,-16.218527391123875
5.703519227860273,70.44711780821069
-6.006524356832806,-172.79537587480903
0.28468876827223255,-5.069020306455093
1.8482913772408498,5.644136166743463
-9.070991745600045,-495.72694735155994
2.1508970380287664,27.48359948863605
-6.58951752625417,-213.0698816067547
-8.69896814029441,-443.97190870533353
8.977710745066666,296.0613949703375
9.312640661491187,313.3943369695262
6.167946962329221,93.86216272155117
-3.9077246165325867,-58.35364957393509
-8.046557719872322,-338.0133317406616
3.6846605302431374,21.056510329387436
-1.196950125207973,-1.4111185119225462
-7.5592353031044235,-307.73809709877077
-0.09646179777459629,-9.916718945618088
-9.312229577695632,-525.030464685243
8.186408041575643,230.52913105248504
-4.824400367999662,-89.98357913996504
3.2504456870796403,8.22524444489742
-3.7657784782117805,-40.01784806608876
0.40136042355621626,-10.755001844340217
0.934205586865593,10.41182060904463
-6.302910889489459,-169.66395238479004
9.391692555291172,331.53445940133844
5.502656467222291,61.56881063862379
8.789978831283783,278.96023650201084
7.896547008552975,194.4936924715467
1.9579995762217024,-7.792497998709393
8.437484700462335,245.53706290169077
-8.23014995896161,-395.7010935288678
-6.080342751617096,-169.99075085804859
-9.09545422178924,-512.6031144525808
-3.4933933847347127,-29.889743377046372
-2.2264542062103594,-24.546726019010233
-4.573019364522082,-89.12323409188966
6.574750183038589,122.16352050241493
-2.864933466128214,-41.26979926501159
-4.381309806252385,-75.17031279979565
0.8539216631649698,17.425682624481823
-7.181515500504747,-284.75316362804654
6.043939615080795,90.44644986940479
-8.508987126404584,-418.3017738600913
9.737738732010346,389.94800489724355
5.4448953859331475,52.83448049947256
-6.025686369316552,-183.9530171382392
-9.889557657527952,-626.2960831410663
6.309228569096682,103.69639092328491
4.137146876952343,33.12400251766767
4.580143360819747,43.546166270926435
5.425406933718914,57.73008332033844
-8.519106965318192,-419.9186117724638
-2.8306854291145473,-25.26670297578363
-7.682618809497406,-327.9475048970267
7.262068517511871,172.92957872617816
2.4659625365511584,15.17656372330461
-3.3820395029470163,-54.04180201061954
-8.728832994279527,-444.10655832311744
-3.780353565686756,-64.28392570771956
-3.496333559465059,-37.60647244481451
4.5921235667612805,51.953274765768114
2.751149427104263,4.300863885971415
7.744254851526531,197.54659159416187
-0.5557014967610137,3.937627880697062
-7.608115081233966,-304.43811792240024
4.264895744459899,52.102693164359906
5.215700972337949,55.15644432275572
1.2255439513899251,-2.275058419286804
5.419343599091221,55.4266709860155
-0.12408807271218514,-6.487026254104045
0.4546565876398816,2.628286135401951
-1.4491796328290079,-3.3126457005554095
-9.491617465118097,-562.1181075156038
-7.842171460133911,-330.45232978659004
